"Classement","Title","Vidéo","Image de couverture","Référence groupe musculaire","Muscle cible","Position de depart","Mouvement","Intensite","Thème","serie","Contre-indication","Vidéos (Title)","Programmes-multireference","ID","Created Date","Updated Date","Owner"
24,"Course rapide sprint","wix:video://v1/bf2cdd_ded6e332981c4705bcf4135f0d65ee24/24.%20Course%20sprint%20(1).mp4#posterUri=bf2cdd_ded6e332981c4705bcf4135f0d65ee24f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_38cca5d97376492dabed49831198b0ee~mv2.png/24..png#originWidth=1322&originHeight=827","680eff75-36d9-44e2-a89f-7df05427ba9d","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout avec le tronc fort et stable en tenant vos abdominaux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Courir en sprintant sur place aussi vite que possible.</p></li>
  <li><p class=""font_8"">Maintenir les coudes près de la taille.</p></li>
</ol>","[""Avancé"",""Intermédiaire""]",,"<p class=""font_8""><strong>3x30 </strong>secondes</p>","<p class=""font_8"">problème cardio-vasculaire</p>","/videos/course-rapide-sprint",,"df0b8821-34ea-4f88-b945-49a39eacbb23",2024-03-07T14:44:18Z,2024-03-07T15:23:41Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
13,"Extension de hanche à quatre pattes jambe tendu","wix:video://v1/796ff8_f547d1ae9e7946ccb1996953a7c14387/13.%20Extention%20de%20hanche%20%C3%A0%20quatre%20pattes%20%20jambes%20tendues%20et%20%C3%A9lastique%20bande.mp4#posterUri=796ff8_f547d1ae9e7946ccb1996953a7c14387f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_18a13d5cc53d4ba8b150db421e223ffb~mv2.png/Capture%20d'%C3%A9cran%202024-02-12%20234249.png#originWidth=1909&originHeight=1064","85c8b439-1157-4d08-8158-485e4dd5ca85","<p class=""font_8"">Fessier, épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A quatre pattes, les mains sont en appui au sol et plus large que l’axe des épaules.</p></li>
  <li><p class=""font_8"">Genoux et hanche forme un angle de 90°.</p></li>
  <li><p class=""font_8"">Une jambe tendue.</p></li>
  <li><p class=""font_8"">Elastique band autour et au-dessus des genoux.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter et tendre la jambe le plus haut possible.</p></li>
  <li><p class=""font_8"">Puis revenir genoux fléchit en position de départ sans poser le genou au sol.</p></li>
  <li><p class=""font_8"">Expirer lors de la montée et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fessier jambe""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/extension-de-hanche-%C3%A0-quatre-pattes-jambe-tendu",,"e04eee12-ca27-4457-aaaa-9a17ec9d96f4",2024-02-12T22:28:09Z,2024-02-16T19:48:56Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
,,,,,,,,,,,,,,"e07d9a66-b5f5-4a92-9ecb-e1388a2eed73",2024-02-07T16:42:10Z,2024-02-07T16:42:10Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
23,"Fente avant + fente arrière avec haltère.","wix:video://v1/bf2cdd_6505836ef3324eccbe6efd7909c3d9e7/23.%20Fente%20avant%20et%20fente%20arri%C3%A8re%20+%20halt%C3%A8re%20(1).mp4#posterUri=bf2cdd_6505836ef3324eccbe6efd7909c3d9e7f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_a6428e8210be44f7af3faa9d47e266ad~mv2.png/23.png#originWidth=2369&originHeight=1337","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Pieds largeur des épaules.</p></li>
  <li><p class=""font_8"">Haltère aux mains.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Faire un pas en arrière et enchainer avec une flexion du genou.</p></li>
  <li><p class=""font_8"">Revenir en position de départ en mettant le poids du corps sur la jambe d’appui.</p></li>
  <li><p class=""font_8"">Repartir avec la même jambe en faisant un pas en avant et une flexion du genou.</p></li>
  <li><p class=""font_8"">Revenir en position de départ.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fente""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/fente-avant-%2B-fente-arri%C3%A8re-avec-halt%C3%A8re.",,"e1ef8340-7ee3-4e1b-95c1-b2169b9d3f15",2024-02-12T15:34:13Z,2024-02-16T19:57:51Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
1,"DV assis sur le ballon + élastique","wix:video://v1/bf2cdd_4650e6090f6c4011a0fcd37ea7c51dd2/1.%20DV%20assis%20ballon%20+%20%C3%A9lastique%20.mp4#posterUri=bf2cdd_4650e6090f6c4011a0fcd37ea7c51dd2f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_d0b1cf7485d74c1c9bcb89a6a881d110~mv2.png/1.png#originWidth=2147&originHeight=1302","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Assis sur le ballon avec la courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">Dos incliné vers l’avant.</p></li>
  <li><p class=""font_8"">Les coudes fléchis à 90° et les mains sous les épaules.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les bras et le rejoindre en fin de mouvement sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Revenir les coudes fléchis à 90° derrière les épaules.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Développé""]","<p class=""font_8""><strong>3x15 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/dv-assis-sur-le-ballon-%2B-%C3%A9lastique",,"e20b62bc-ca4e-4bde-a4f3-20f2aa72d61e",2024-02-16T08:52:04Z,2024-02-16T10:53:50Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
17,"Tirage poitrine debout en position de fente + élastique","wix:video://v1/796ff8_15ad8581b456432dbfe809d4c9313ddb/17.%20Tirage%20poitrine%20position%20de%20fente%20+%202%20bras.mp4#posterUri=796ff8_15ad8581b456432dbfe809d4c9313ddbf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_3f317b5c86d140e5aa0cc25033284a86~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20003556.png#originWidth=1906&originHeight=980","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Grand dorsal, biceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Genou avant sous la cheville.&nbsp;</p></li>
  <li><p class=""font_8"">La jambe arrière fléchit.</p></li>
  <li><p class=""font_8"">Bras tenus vers l’avant.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer les coudes vers l’arrière et resserrer les omoplates.</p></li>
  <li><p class=""font_8"">Les mains viennent au niveau de l’épaule.</p></li>
  <li><p class=""font_8"">Revenir lentement sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Débutant""]","[""Tirage poitrine""]","<p class=""font_8""><strong>3X12</strong> répétitions</p>","<p class=""font_8"">douleur à l’épaule et épicondylite</p>","/videos/tirage-poitrine-debout-en-position-de-fente-%2B-%C3%A9lastique",,"e32b0640-005f-44e6-ba38-c78ab6e54c17",2024-02-05T09:19:53Z,2024-02-22T08:03:54Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
3,"9.3 - Fente arrière skating.","wix:video://v1/796ff8_f0f858bbebc749d1b93e1dbd5801dcfc/21.%20Fente%20arri%C3%A8re%20skating.mp4#posterUri=796ff8_f0f858bbebc749d1b93e1dbd5801dcfcf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_85400d5720fe47aebcd0187150cc5f4c~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.48.10.png#originWidth=2150&originHeight=1198",,"<p class=""font_8"">fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Pieds largeur des épaules.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Faire un pas sur le côté arrière et enchainer avec une flexion du genou.</p></li>
  <li><p class=""font_8"">Revenir en position de départ en mettant le poids du corps sur la jambe d’appui.</p></li>
  <li><p class=""font_8"">Repartir avec l’autre jambe.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Avancé""]",,"<p class=""font_8""><strong>3x 30</strong> secondes</p>","<p class=""font_8"">genoux</p>","/videos/9.3---fente-arri%C3%A8re-skating.","[""48225409-a687-49c4-bed1-b8cd90791b57""]","e3421553-1043-419f-b5e4-4fafffa957e1",2024-02-16T01:19:38Z,2024-02-16T07:54:59Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
8,"Elévation frontale en position de fente + élastique","wix:video://v1/bf2cdd_ef9bfc7f82994e12930527f67164428d/8.%20El%C3%A9vation%20frontale%20position%20de%20fente%20+%20%C3%A9lastiqu%20(1).mp4#posterUri=bf2cdd_ef9bfc7f82994e12930527f67164428df000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_97e6ce89a8c84b12a9cdf3670cbf1e2c~mv2.png/Epaule_8.png#originWidth=2191&originHeight=1323","cea3c21b-9f4f-4cab-b39a-cdd91f40291a","<p class=""font_8"">épaules, pectoraux, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">En appui sur la jambe avant, le genou légèrement fléchit.</p></li>
  <li><p class=""font_8"">L’autre jambe est en arrière.</p></li>
  <li><p class=""font_8"">Les bras tendus, le long du corps.</p></li>
  <li><p class=""font_8"">Les poignets dirigés vers le plafond.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer l’élastique vers le haut et amener les mains à hauteur des épaules.</p></li>
  <li><p class=""font_8"">Revenir lentement en maintenant les bras tendus en position de départ.</p></li>
</ol>","[""Tout niveau""]","[""Elévation""]","<p class=""font_8""><strong>3x15 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/el%C3%A9vation-frontale-en-position-de-fente-%2B-%C3%A9lastique",,"e38267c5-e3bd-468a-88b8-e057ce96be65",2024-02-13T19:00:50Z,2024-02-14T16:44:06Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"e463bb91-aded-41c1-9eef-2f84878a85bb",2024-03-04T21:49:37Z,2024-03-04T21:49:37Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
21,"Squat avancé","wix:video://v1/796ff8_a3e58d91fe7e464ab43eb2765a0ddb8e/21.%20Squat%20avan%C3%A7%C3%A9%20avec%20%C3%A9lastique%20band.mp4#posterUri=796ff8_a3e58d91fe7e464ab43eb2765a0ddb8ef000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_33d08586afa5477092b666115b8e43b5~mv2.png/Capture%20d'%C3%A9cran%202024-02-12%20234337.png#originWidth=1909&originHeight=1069","85c8b439-1157-4d08-8158-485e4dd5ca85","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds parallèles largeur des épaules.</p></li>
  <li><p class=""font_8"">L’élastique band au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Maintenir la position assise et avancer jambes écart, en pivotant légèrement sur le pied.</p></li>
  <li><p class=""font_8"">Revenir en position de départ en reculant.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fessier jambe""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/squat-avanc%C3%A9",,"e4b0a40d-6151-4cc5-afa9-1ca3a292c432",2024-02-12T22:28:21Z,2024-02-16T19:49:59Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
12,"Triceps à plat ventre sur le ballon + élastique","wix:video://v1/bf2cdd_c66a098329574555a71a549e32f909a4/12.%20Triceps%20%C3%A0%20plat%20ventre%20ballon%20+%20%C3%A9lastique.mp4#posterUri=bf2cdd_c66a098329574555a71a549e32f909a4f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_67d75618bcd2461d9ccb3d39e468e68f~mv2.png/Triceps_12.png#originWidth=2241&originHeight=1284","80aca233-c8c6-4da5-88c7-70001ba70723","<p class=""font_8"">Triceps, épaules, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">La poitrine et le bassin sur le ballon.</p></li>
  <li><p class=""font_8"">La tête dans le prolongement de la colonne vertébrale.</p></li>
  <li><p class=""font_8"">Les coudes fléchis près de la taille.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les deux bras en maintenant les coudes à la taille.</p></li>
  <li><p class=""font_8"">Revenir en fléchissant les coudes près de la taille.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Triceps""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">épicondylite</p>","/videos/triceps-%C3%A0-plat-ventre-sur-le-ballon-%2B-%C3%A9lastique",,"e4e2faed-2a79-4d3b-bae1-81c0d626b9b8",2024-02-13T08:48:06Z,2024-02-14T17:16:05Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"e4ec9a98-7d0d-477c-b477-1698c3ff88b1",2024-02-13T18:20:27Z,2024-02-13T18:20:27Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"e56f5a75-c630-4d52-8b31-fd6f4886d96e",2024-02-13T18:30:07Z,2024-02-13T18:30:07Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"e57a4f31-9b75-4279-9ae2-56055346afb0",2024-02-16T01:19:44Z,2024-02-16T01:19:44Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
4,"Biceps debout à la poulie + barre","wix:video://v1/796ff8_c2043285c9f345a5838e98a269a0c6eb/4.%20Biceps%20debout%20+%20poulie%20basse%20et%20barre.mp4#posterUri=796ff8_c2043285c9f345a5838e98a269a0c6ebf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_914b900826684ff39e77a3b09b02d374~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20102944.png#originWidth=1907&originHeight=979","618254d9-650d-4b5f-bb25-4ef67625a4e7","<p class=""font_8"">Biceps, épaules, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds largeur des épaules ou plus.</p></li>
  <li><p class=""font_8"">Les bras légèrement tendus devant le corps et les coudes souples.</p></li>
  <li><p class=""font_8"">La courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer la barre près des bras en fléchissant les coudes.</p></li>
  <li><p class=""font_8"">Puis tendre les bras, en maintenant les coudes près de la taille, pour revenir en position de</p></li>
  <li><p class=""font_8"">départ.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Débutant"",""Intermédiaire""]","[""Biceps""]","<p class=""font_8"">3x 12 répétitions</p>","<p class=""font_8"">épicondylite (coude)</p>","/videos/biceps-debout-%C3%A0-la-poulie-%2B-barre",,"e5c3ab95-7f6e-4bfa-a950-d045b7aa2f80",2024-02-06T00:31:09Z,2024-02-08T19:36:17Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
13,"Triceps à plat ventre sur le ballon + haltère","wix:video://v1/796ff8_c0b26ec14f1c4441ab291224c7f697a5/13.%20Triceps%20%C3%A0%20plat%20ventre%20ballon%20+%20halt%C3%A8re.mp4#posterUri=796ff8_c0b26ec14f1c4441ab291224c7f697a5f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_206703f400c74122945808e60b7de73f~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20101543.png#originWidth=1909&originHeight=976","80aca233-c8c6-4da5-88c7-70001ba70723","<p class=""font_8"">Triceps, épaules, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">La poitrine et le bassin sur le ballon.</p></li>
  <li><p class=""font_8"">La tête dans le prolongement de la colonne vertébrale.</p></li>
  <li><p class=""font_8"">Les coudes fléchis près de la taille.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les deux bras en maintenant les coudes à la taille.</p></li>
  <li><p class=""font_8"">Revenir en fléchissant les coudes près de la taille.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Avancé"",""Intermédiaire""]","[""Triceps""]","<p class=""font_8""><strong>3X12</strong> répétitions</p>","<p class=""font_8"">épicondylite (coude)- douleur lombaire</p>","/videos/triceps-%C3%A0-plat-ventre-sur-le-ballon-%2B-halt%C3%A8re",,"e5f5515b-ce26-4869-ab33-d5cb8d4120e4",2024-02-06T08:38:49Z,2024-02-22T10:45:39Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
42,"Pompe jack nife sur le ballon niveau avancé","wix:video://v1/bf2cdd_f4e50d9ffe8445368ae8ea5bbd66ed86/42.%20Pompe%20jack%20nife%20sur%20ballon%20niveau%20avan%C3%A7%C3%A9%20(1).mp4#posterUri=bf2cdd_f4e50d9ffe8445368ae8ea5bbd66ed86f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_ca3039c4ea8c4ea8af5def82835e8224~mv2.png/42.png#originWidth=2367&originHeight=1323","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, triceps, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Les pieds et les cheville en appui au centre du ballon.</p></li>
  <li><p class=""font_8"">Les mains plus larges que les épaules.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre le buste le plus bas possible, en fléchissant les deux coudes.</p></li>
  <li><p class=""font_8"">Remonter les bras tendus sans bloquer les coudes puis faire rouler le ballon vers la poitrine.</p></li>
  <li><p class=""font_8"">Revenir jambes tendues en maintenant le fessier légèrement vers le haut.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Avancé""]","[""Pompe""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/pompe-jack-nife-sur-le-ballon-niveau-avanc%C3%A9",,"e6d5c113-a4ab-4b20-a511-e284c8db69ed",2024-02-16T08:54:35Z,2024-02-16T11:06:16Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
12,"Crunch bosu avec pieds au sol","wix:video://v1/bf2cdd_ddebb8f579f44deab47f28e5708f47b9/12.%20Crunch%20Bosu%20+%20pieds%20au%20sol%20F%20(1).mp4#posterUri=bf2cdd_ddebb8f579f44deab47f28e5708f47b9f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_274b071867704be58b612d61f3db0195~mv2.png/12.png#originWidth=2386&originHeight=1230","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Droit de l’abdomen et transverse.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Fessier et milieu du dos sur le bosu.</p></li>
  <li><p class=""font_8"">Main derrière la tête.</p></li>
  <li><p class=""font_8"">Genoux fléchis.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Relever le buste, en gardant l’espace d’un point entre le menton et le corps.</p></li>
  <li><p class=""font_8"">Redescendre en posant les omoplates sur le bosu.</p></li>
  <li><p class=""font_8"">Expirez en faisant le mouvement.</p></li>
</ol>","[""Tout niveau""]","[""Crunch""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/crunch-bosu-avec-pieds-au-sol",,"e7d56aa4-09c0-467b-a758-69bc661b7649",2024-02-08T09:13:01Z,2024-02-16T19:52:31Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
9,"Extension de jambes tendues tête décollée","wix:video://v1/bf2cdd_a4b501e47d7f4aa0b7c93eb72bcdd948/9.%20Extension%20de%20jambes%20tendues%20+%20t%C3%AAte%20d%C3%A9coll%C3%A9e%20F%20(1).mp4#posterUri=bf2cdd_a4b501e47d7f4aa0b7c93eb72bcdd948f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_259c2d7bb21c42e7ac1db6d5d0924648~mv2.png/9.png#originWidth=2408&originHeight=1224","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Transverse – muscle profond de l’abdomen, épaule.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le dos.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">Mains derrière la tête.</p></li>
  <li><p class=""font_8"">Tête décollée.</p></li>
  <li><p class=""font_8"">Genoux fléchis.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les jambes l’une après l’autre entre 45° et 90°.</p></li>
  <li><p class=""font_8"">Revenir en position départ.</p></li>
  <li><p class=""font_8"">Expirez à chaque extension de jambes.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Extension de jambes""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">lombalgie</p>","/videos/extension-de-jambes-tendues-t%C3%AAte-d%C3%A9coll%C3%A9e",,"e8173290-480c-46e4-8f41-1323e520eedb",2024-02-08T09:13:00Z,2024-02-16T19:53:42Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"e86d0cb6-dcde-4302-9953-e37f903def45",2024-03-04T21:49:01Z,2024-03-04T21:49:01Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
15,"Butterfly debout à la poulie haute","wix:video://v1/bf2cdd_d55b48a8bef4409a8663355c4e18e933/15.%20Butterfly%20position%20de%20fente%20+%20poulies%20hautes%20(1).mp4#posterUri=bf2cdd_d55b48a8bef4409a8663355c4e18e933f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_1c0a3a9bc7004248a09f42b51e31ddf1~mv2.png/15.png#originWidth=2206&originHeight=1323","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, épaule.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout jambes tendues et les genoux légèrement fléchis.</p></li>
  <li><p class=""font_8"">Pieds largeur des épaules ou un peu plus.</p></li>
  <li><p class=""font_8"">Les bras tendus sur le côté avec les coudes légèrement fléchis.</p></li>
  <li><p class=""font_8"">Les mains et les coudes sont sous les épaules.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer les poulies et rejoindre les deux mains à hauteur du bassin sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Revenir bras tendus à hauteur des épaules sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Butterfly""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/butterfly-debout-%C3%A0-la-poulie-haute",,"e918d7d9-d61d-48bd-ad6f-05882a2c9718",2024-02-16T08:52:14Z,2024-02-16T10:55:45Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
64,"Extension de hanche en quadrupédie + élastique","wix:video://v1/796ff8_f07b4a3a994e4cd0a95a8529daec5d8e/64.%20Extension%20de%20hanche%20%C3%A0%20quattre%20pattes%20avec%20%C3%A9lastique.mp4#posterUri=796ff8_f07b4a3a994e4cd0a95a8529daec5d8ef000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_66450aa106cb47a78a1b742acdb91ef8~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20002549.png#originWidth=1907&originHeight=999","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, épaules, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A quatre pattes, en appui sur les avant-bras.</p></li>
  <li><p class=""font_8"">Coudes et épaules alignées.</p></li>
  <li><p class=""font_8"">Genoux et hanche forme un angle de 90°.</p></li>
  <li><p class=""font_8"">Une jambe tendue.</p></li>
  <li><p class=""font_8"">Elastique au centre du corps.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter la jambe un peu plus haut que le fessier.</p></li>
  <li><p class=""font_8"">Revenir toucher la pointe des pieds au sol et repartir.</p></li>
  <li><p class=""font_8"">Expirer lors de la montée.</p></li>
</ol>","[""Débutant""]","[""Extension de hanche""]","<p class=""font_8""><strong>3x12</strong> répétitions</p>","<p class=""font_8"">problème lombaire et de poignet.</p>","/videos/extension-de-hanche-en-quadrup%C3%A9die-%2B-%C3%A9lastique",,"e9791aac-cdd6-4691-bc06-ee37c59af8bc",2024-02-05T10:00:30Z,2024-02-22T10:43:07Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
8,"3.8 - Adduction couché sol","wix:video://v1/796ff8_45329a25c3cf485f9c341413ac81db82/78.%20Adduction%20couch%C3%A9%20sur%20le%20c%C3%B4t%C3%A9.mp4#posterUri=796ff8_45329a25c3cf485f9c341413ac81db82f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_7de648c4a4b240a2b97513cd53d8de4a~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.30.39.png#originWidth=2146&originHeight=1192",,"<p class=""font_8"">Adducteur</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le côté. La tête repose sur un bras et l’autre main est sur la hanche.</p></li>
  <li><p class=""font_8"">Ouvrir la cage thoracique et laisser un espace au niveau de votre taille.</p></li>
  <li><p class=""font_8"">La jambe côté plafond est fléchit à 45°.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Soulever la jambe en décollant le genou et le milieu de la cuisse du sol.</p></li>
  <li><p class=""font_8"">Revenir sans poser le pied au sol.</p></li>
  <li><p class=""font_8"">Expirer lors de l’adduction.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">Aucune</p>","/videos/3.8---adduction-couch%C3%A9-sol","[""ab540922-0112-40ed-8fb8-be03b235758a""]","ea5f556a-844c-41a8-ab8a-8fb203ad1363",2024-02-13T23:08:23Z,2024-02-16T08:11:59Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
